fips,state,state_name,county,division,region,ur12mo,ur6mo
13167,GA,Georgia,Johnson County,South Atlantic,South,6.158333333333333,6.25
13169,GA,Georgia,Jones County,South Atlantic,South,4.891666666666667,4.916666666666667
13171,GA,Georgia,Lamar County,South Atlantic,South,6.658333333333333,6.65
13173,GA,Georgia,Lanier County,South Atlantic,South,5.858333333333333,5.783333333333333
13175,GA,Georgia,Laurens County,South Atlantic,South,6.725,6.733333333333333
13177,GA,Georgia,Lee County,South Atlantic,South,4.775,4.816666666666666
13179,GA,Georgia,Liberty County,South Atlantic,South,5.85,5.9
13181,GA,Georgia,Lincoln County,South Atlantic,South,5.991666666666666,6.016666666666667
13183,GA,Georgia,Long County,South Atlantic,South,5.375,5.516666666666667
13185,GA,Georgia,Lowndes County,South Atlantic,South,5.3,5.416666666666667
13187,GA,Georgia,Lumpkin County,South Atlantic,South,4.866666666666667,4.966666666666667
13189,GA,Georgia,McDuffie County,South Atlantic,South,7.391666666666667,7.466666666666667
13191,GA,Georgia,McIntosh County,South Atlantic,South,5.916666666666667,5.966666666666667
13193,GA,Georgia,Macon County,South Atlantic,South,8.341666666666667,8.45
13195,GA,Georgia,Madison County,South Atlantic,South,4.916666666666667,5.116666666666667
13197,GA,Georgia,Marion County,South Atlantic,South,7.525,7.216666666666667
13199,GA,Georgia,Meriwether County,South Atlantic,South,6.908333333333333,6.933333333333334
13201,GA,Georgia,Miller County,South Atlantic,South,5.516666666666667,5.366666666666667
13205,GA,Georgia,Mitchell County,South Atlantic,South,6.55,6.65
13207,GA,Georgia,Monroe County,South Atlantic,South,5.266666666666667,5.216666666666667
13209,GA,Georgia,Montgomery County,South Atlantic,South,7.566666666666666,7.516666666666667
13211,GA,Georgia,Morgan County,South Atlantic,South,5.025,5.133333333333333
13213,GA,Georgia,Murray County,South Atlantic,South,7.066666666666666,7.083333333333333
13215,GA,Georgia,Muscogee County,South Atlantic,South,6.866666666666666,6.816666666666666
13217,GA,Georgia,Newton County,South Atlantic,South,6.066666666666666,6.1
13219,GA,Georgia,Oconee County,South Atlantic,South,4.091666666666667,4.3
13221,GA,Georgia,Oglethorpe County,South Atlantic,South,4.9,4.933333333333334
13223,GA,Georgia,Paulding County,South Atlantic,South,4.683333333333334,4.733333333333333
13225,GA,Georgia,Peach County,South Atlantic,South,7.075,7.283333333333333
13227,GA,Georgia,Pickens County,South Atlantic,South,4.891666666666667,4.966666666666667
13229,GA,Georgia,Pierce County,South Atlantic,South,5.316666666666666,5.433333333333334
13231,GA,Georgia,Pike County,South Atlantic,South,5.2,5.333333333333333
13233,GA,Georgia,Polk County,South Atlantic,South,6.216666666666667,6.183333333333334
13235,GA,Georgia,Pulaski County,South Atlantic,South,5.883333333333333,6
13237,GA,Georgia,Putnam County,South Atlantic,South,7.233333333333333,7.1
13239,GA,Georgia,Quitman County,South Atlantic,South,7.2,7.733333333333333
13241,GA,Georgia,Rabun County,South Atlantic,South,5.991666666666666,5.766666666666667
13243,GA,Georgia,Randolph County,South Atlantic,South,8.516666666666667,8.666666666666666
13245,GA,Georgia,Richmond County,South Atlantic,South,6.833333333333333,6.95
13247,GA,Georgia,Rockdale County,South Atlantic,South,5.858333333333333,5.8500000000000005
13249,GA,Georgia,Schley County,South Atlantic,South,6.341666666666667,6.35
13251,GA,Georgia,Screven County,South Atlantic,South,7.633333333333334,7.666666666666667
13253,GA,Georgia,Seminole County,South Atlantic,South,7.841666666666667,7.816666666666666
13255,GA,Georgia,Spalding County,South Atlantic,South,6.975,6.9
13257,GA,Georgia,Stephens County,South Atlantic,South,5.9,6.083333333333333
13259,GA,Georgia,Stewart County,South Atlantic,South,6.391666666666667,6.216666666666667
13261,GA,Georgia,Sumter County,South Atlantic,South,7.575,7.6
13263,GA,Georgia,Talbot County,South Atlantic,South,6.75,6.7
13265,GA,Georgia,Taliaferro County,South Atlantic,South,6.55,6.6
13267,GA,Georgia,Tattnall County,South Atlantic,South,5.4,5.516666666666667
13269,GA,Georgia,Taylor County,South Atlantic,South,7.408333333333333,7.366666666666667
13271,GA,Georgia,Telfair County,South Atlantic,South,8.5,9.216666666666667
13273,GA,Georgia,Terrell County,South Atlantic,South,6.55,6.5
13275,GA,Georgia,Thomas County,South Atlantic,South,6.325,6.3999999999999995
13277,GA,Georgia,Tift County,South Atlantic,South,5.408333333333333,5.516666666666667
13279,GA,Georgia,Toombs County,South Atlantic,South,7.9,7.85
13281,GA,Georgia,Towns County,South Atlantic,South,6.875,7
13283,GA,Georgia,Treutlen County,South Atlantic,South,7.75,7.7
13285,GA,Georgia,Troup County,South Atlantic,South,5.166666666666667,5.2
13287,GA,Georgia,Turner County,South Atlantic,South,6.458333333333333,6.533333333333333
13289,GA,Georgia,Twiggs County,South Atlantic,South,8.708333333333334,8.716666666666667
13291,GA,Georgia,Union County,South Atlantic,South,4.808333333333334,4.766666666666667
13293,GA,Georgia,Upson County,South Atlantic,South,6.516666666666667,6.533333333333333
13295,GA,Georgia,Walker County,South Atlantic,South,5.658333333333333,5.466666666666667
13297,GA,Georgia,Walton County,South Atlantic,South,4.9,4.983333333333333
13299,GA,Georgia,Ware County,South Atlantic,South,5.516666666666667,5.466666666666667
13301,GA,Georgia,Warren County,South Atlantic,South,6.958333333333334,7.233333333333333
13303,GA,Georgia,Washington County,South Atlantic,South,6.358333333333333,6.45
13305,GA,Georgia,Wayne County,South Atlantic,South,6.841666666666667,6.95
13307,GA,Georgia,Webster County,South Atlantic,South,8.733333333333334,8.766666666666666
13309,GA,Georgia,Wheeler County,South Atlantic,South,9.108333333333334,9.5
13311,GA,Georgia,White County,South Atlantic,South,4.675,4.666666666666667
13313,GA,Georgia,Whitfield County,South Atlantic,South,6.141666666666667,6.066666666666666
13315,GA,Georgia,Wilcox County,South Atlantic,South,7.258333333333334,7.55
13317,GA,Georgia,Wilkes County,South Atlantic,South,6.566666666666666,6.816666666666666
13319,GA,Georgia,Wilkinson County,South Atlantic,South,6.383333333333333,6.383333333333333
13321,GA,Georgia,Worth County,South Atlantic,South,5.9,5.983333333333333
15001,HI,Hawaii,Hawaii County,Pacific,West,3.783333333333333,3.833333333333333
15003,HI,Hawaii,Honolulu County,Pacific,West,2.825,2.8666666666666667
15007,HI,Hawaii,Kauai County,Pacific,West,3.325,3.2
15009,HI,Hawaii,Maui County,Pacific,West,3.1750000000000003,3.1833333333333336
16001,ID,Idaho,Ada County,Mountain,West,3.35,3.0833333333333335
16003,ID,Idaho,Adams County,Mountain,West,7.391666666666667,4.883333333333333
16005,ID,Idaho,Bannock County,Mountain,West,3.6166666666666667,3.2666666666666666
16007,ID,Idaho,Bear Lake County,Mountain,West,4.808333333333334,3.4833333333333334
16009,ID,Idaho,Benewah County,Mountain,West,6.041666666666667,4.550000000000001
16011,ID,Idaho,Bingham County,Mountain,West,3.6666666666666665,3.1333333333333333
16013,ID,Idaho,Blaine County,Mountain,West,3.275,2.6166666666666667
16015,ID,Idaho,Boise County,Mountain,West,5.616666666666666,4.516666666666667
