year,state,st,county,fips,poptotal,pop16o,popu18,pop25o,pop324,pop60o,popnc,popnc18o,pophh,popinst,popogq,popmetro,malepop,femalepop,whitepop,blackpop,hisppop,aapipop,aianpop,multipop,otherpop,enroll,nohs,hsplus,bacc,grad,empop,unempop,cnoninst,hcnone,hcpub,hcpvt,earnmed,earnpc,incmed,incpc,maleprop,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,aapiprop,aianprop,multiprop,otherprop,oldprop,uninsprop,pvtinsprop,metroprop,death,health_index,hsprop,baccprop,gradprop,attain_score,attain_index,enrollprop,enroll_index,ed_index,inc_index,hdi,ur.6mo,ur.oct,ur.trend,totalvotes,vap,vep,to.vap,to.vep,gini
2008,Florida,FL,St. Lucie County,12111,265192,211604,60295,181417,71314,64440,24370,21842,261072,2890,1230,265192,130385,134807,168904,46565,41274,4714,0,3539,8821,51751,97115,136500,19687,11890,114074,15738,207484,70772,88214,106206,27905.000000000004,34498.12961563502,29021.2,37956.10819590607,0.49166264442366286,0.5083373555763372,0.6369121240459742,0.3630878759540258,0.1755897613804338,0.15563817913059216,0.01777580017496757,0,0.013345048116081932,0.0332626926905789,0.24299375546773658,0.2668707954991101,0.4004871941838366,1,14.304105278214847,5.473003104832262,0.9264677510927862,0.1740575580017308,0.06553961315642966,1.1660649222509467,4.440432815006312,0.725677987491937,3.5907996426267728,4.157221757546465,4.12426889339789,4.54421236992264,9.7,10.5,0.014697370867015693,120579,204897,180165,0.5884859221950541,0.6692698359836816,0.4574069683524059
2012,Florida,FL,St. Lucie County,12111,283792,230001,60692,201084,72632,79048,24130,21633,280826,2140,826,283792,136908,146884,170569,53211,48600,5172,264,5246,9006,54503,92515,145824,28267,17186,114778,19109,227050,57590,118215,107987,26125,34911.46711671528,28214.999999999996,38179.44981933411,0.48242374696961154,0.5175762530303885,0.6010352652647009,0.39896473473529914,0.1875,0.17125218469865253,0.018224615211140553,9.302587810791002e-4,0.01848536956644303,0.03173450978181203,0.27854203078310874,0.20293031516039917,0.38051460224389694,1,15.339776039269829,6.082221199570488,0.9512293369934952,0.22603986393745898,0.08546677010602534,1.2627359710369797,5.084906473579864,0.7503992730476925,4.2971220870769296,4.822311678078886,3.9289467028228895,4.866288748598703,11.35,10.7,5.290420470359969e-4,123027,223100,199327,0.5514432989690722,0.6172119181044213,0.4935711963862398
2016,Florida,FL,St. Lucie County,12111,306751,252797,61498,218722,80025,91602,24315,22385,303690,2313,748,306751,149148,157603,179381,58564,56226,6058,805,5625,7277,59551,94956,163950,32997,14848,126153,7908,249736,44914,128849,132988,23000,32930.390001089996,24000,35084.90402209062,0.4862184638354887,0.5137815361645113,0.5847772297400824,0.4152227702599176,0.19091706302505942,0.1832952459812682,0.01974891687394662,0.002624278323461048,0.018337348533501115,0.023722824049473352,0.29862005339835895,0.1464184305837634,0.4335372989819104,1,15.08523155830442,5.932489151943776,0.968329660482256,0.21874799974396722,0.0678852607419464,1.2549629209681696,5.033086139787798,0.744154951577632,4.118712902218058,4.728295060597885,2.8071887146652448,4.286186302112329,6,5.9,0.0014376579464325688,140847,245253,220555,0.5742926692028232,0.6386026161274966,0.49050437864093444
2008,Georgia,GA,Bibb County,13021,154902,118898,40952,97904,49387,27891,2864,1996,146813,5000,3089,154902,70929,83973,69943,77748,2535,2383,321,1892,1291,36800,61980,65512,18839,8571,66090,5720,111124,28087,53670,73145,25672.600000000002,39734.368476895885,27346.9,43016.104624481515,0.45789596002633925,0.5421040399736607,0.45153064518211516,0.5484693548178848,0.501917341286749,0.016365185730332726,0.015383920155969582,0.0020722779563853277,0.012214174122993892,0.00833430168751856,0.18005577720106905,0.18132109333643207,0.47220177918942297,1,10.13684744044602,3.0216749649682475,0.9491134172250367,0.2799681320477202,0.08754494198398431,1.3166264912567411,5.444176608378274,0.7451353595075627,4.146724557358936,5.011692591371828,3.712286636826633,3.830815396464026,6.666666666666667,7.4,0.0060174136726972305,66368,113950,106954,0.5824308907415533,0.6205284514838155,0.5597705962233042
2012,Georgia,GA,Bibb County,13021,156744,121315,39694,100447,50671,27843,3328,2857,149871,3827,3046,156744,74529,82215,64824,82642,4938,2820,149,1371,2164,39040,58967,74288,15215,8274,64015,7384,114487,29064,58645,69035,26125,34975.64198074374,28214.999999999996,37938.19682849813,0.4754823151125402,0.5245176848874598,0.41356606951462255,0.5864339304853774,0.5272418720971775,0.031503598223855456,0.01799111927729291,9.50594600112285e-4,0.008746746286939213,0.013805951104986475,0.1776335936303782,0.18542336548767416,0.4404315316694738,1,9.71628449280995,2.774284995770558,0.9734188178840583,0.23384471412784852,0.082371798062659915,1.2896353300745667,5.264235533830445,0.7704604211481912,4.87029774709118,5.132922938250689,3.9289467028228895,3.8246994928424183,10.666666666666666,10.2,-0.0015858701058586342,64718,117050,110366,0.5529090132422042,0.5863943605820633,0.5071338048508206
2016,Georgia,GA,Bibb County,13021,152933,120057,37937,99231,46400,32652,2548,2342,146763,3595,2575,152933,70921,82012,59368,81503,4868,3105,124,3557,1664,36179,56189,71413,14349,10982,60956,3953,113962,17509,66180,69244,24600,35997.26021398648,25400,38325.99737260798,0.46373902297084346,0.5362609770291565,0.38819613817815646,0.6118038618218435,0.5329327221724546,0.031830932499852874,0.020303008506993257,8.108125780570577e-4,0.0232585511302335,0.010880581692636645,0.2135052604735407,0.11448804378387921,0.45277343673373305,1,10.146103896103895,3.027119938884644,0.9749372675877498,0.25527304975259746,0.11067106045489816,1.3408813777952455,5.605875851968304,0.779719827586207,5.1348522167487705,5.448867973561793,3.2002572294005076,3.7512292000618106,6.05,6.4,7.126744004944103e-4,62596,114996,109059,0.5443319767644091,0.5739645512979213,0.5371735947866416
2008,Georgia,GA,Chatham County,13051,251392,194454,63571,156851,82997,41537,8325,7793,243889,5094,2409,251392,118565,132827,134841,99558,7224,6210,0,3195,1429,61364,88206,115724,30796,16666,116690,6583,187198,46536,65386,139470,29021.2,41838.03184025856,30137.4,44745.319997275576,0.47163394220977595,0.528366057790224,0.5363774503564155,0.4636225496435845,0.3960269220977597,0.028735997963340122,0.024702456720977598,0,0.012709234979633402,0.005684349541751527,0.16522801043788188,0.18511328920570264,0.5547909241344195,1,11.155734047300314,3.6210200278237137,1.0403886491001013,0.30259290664388494,0.10625370574621774,1.4492352614902042,6.328235076601362,0.7393520247719797,3.981486422056564,5.545985525086429,4.385922385622441,4.44928474130874,5.966666666666667,6.5,0.00755329357563076,110238,187821,174934,0.5869311738304024,0.6301690923433981,0.5221088186578255
2012,Georgia,GA,Chatham County,13051,277500,221587,61657,179998,85144,49405,8842,8273,265697,4457,7346,277500,134663,142837,138838,109813,16474,7471,530,4056,1038,65235,86305,130488,37978,22729,127217,12160,209962,53107,80371,144022,25080,39065.64864690894,26125,41577.533880246745,0.48527207207207207,0.5147279279279279,0.5003171171171171,0.4996828828828829,0.39572252252252255,0.059365765765765764,0.026922522522522523,0.00190990990990991,0.014616216216216216,0.0037405405405405404,0.17803603603603604,0.19137657657657658,0.5189981981981981,1,12.55808112520407,4.445930073649453,1.0622062467360749,0.33726485849842774,0.1262736252625029,1.5257447304970055,6.83829820331337,0.7661726017100442,4.747788620286978,6.141461675637905,3.3953762158982013,4.525925754865067,9.283333333333333,8.7,-0.0016881113751576347,108628,215843,203113,0.5032732124738815,0.5348155952597815,0.5319761166042107
2016,Georgia,GA,Chatham County,13051,288989,231386,63745,192237,85021,57621,8460,7966,276752,4778,7459,288989,139687,149302,141951,111384,18486,6515,805,9312,4601,66073,89007,133721,44380,21881,140893,11517,219187,38349,93886,156754,29000,40591.20800880143,30000,44300.782883468564,0.48336441871489916,0.5166355812851008,0.4911986269373575,0.5088013730626425,0.38542643491620787,0.06396783268567316,0.022544110675492838,0.002785573153303413,0.03222267975597687,0.015921021215340378,0.1993882120080695,0.13270055261618954,0.5424220299042524,1,12.414649286157665,4.361558403622156,1.0402888101666172,0.34468390580377345,0.11382304135000026,1.498795757320391,6.65863838213594,0.7771374131097023,5.061068945991495,6.126115236754458,4.354241763469901,4.881797916975325,5.35,5.4,4.2680077773702313e-4,112142,225244,212500,0.49786897764202376,0.5277270588235294,0.5287363770154958
2008,Georgia,GA,Cherokee County,13057,210560,156156,60137,133273,67653,24911,11270,10583,208919,838,803,210560,105709,104851,172511,12555,19763,2528,75,2891,2126,54470,76980,84530,35132,13918,111228,5726,154515,31611,28064,150885,39067,52908.8366569698,39067,55007.11406940951,0.502037424012158,0.49796257598784194,0.8192961626139817,0.18070383738601825,0.059626709726443766,0.09385923252279635,0.012006079027355622,3.5619300911854103e-4,0.013730053191489362,0.010096884498480244,0.11830832066869301,0.15012822948328267,0.7165890957446809,1,14.118311449950586,5.363712617617992,1.0023035423529147,0.3680415387963053,0.10443225559565704,1.474777336744877,6.498515578299181,0.8051379835336201,5.861085243817717,6.286038800138693,6.1851121171187184,5.930118586537027,5.433333333333334,6.3,0.006638146292937474,93772,150423,139002,0.6233887105030481,0.6746089984316772,0.5080765163412844
2012,Georgia,GA,Cherokee County,13057,221204,168839,59156,144571,67380,35233,15118,14292,219944,916,344,221204,108880,112324,177684,13960,22203,2638,0,4038,5123,54159,80510,86547,36900,17247,103624,9436,167609,34569,44855,141780,38665,48909.058314190566,39710,51424.85361931727,0.49221533064501544,0.5077846693549846,0.8032585305871504,0.19674146941284965,0.06310916619952622,0.10037341096906023,0.011925643297589555,0,0.018254642773186742,0.023159617366774563,0.1592783132312255,0.15627655919422795,0.6409468183215493,1,13.931457230426302,5.253798370839001,0.9731827268262653,0.3745356952639188,0.11929778447959825,1.4670162065697823,6.446774710465215,0.8037845057880677,5.822414451087649,6.238654624006026,6.298292729923958,5.910112242578236,7.1,6.6,-0.002514833776295084,98220,162048,146840,0.6061167061611374,0.6688913102696813,0.4851483581923799
2016,Georgia,GA,Cherokee County,13057,241942,188860,61265,161491,72222,45867,13365,12547,240168,1164,610,241942,117854,124088,192997,16039,24408,5080,97,3321,5977,58827,77921,101724,45442,16855,121148,5558,187157,27230,56137,158575,40000,51497.925614278916,41600,54637.18514098391,0.48711674698894775,0.5128832530110522,0.7976994486281836,0.20230055137181635,0.06629274784865795,0.10088368286614147,0.020996767820386703,4.0092253515305323e-4,0.013726430301477214,0.024704267965049476,0.18957849401922774,0.112547635383687,0.6554256805350043,1,14.316392269148174,5.4802307465577496,1.015666507731081,0.3857614356217994,0.10437114142583798,1.5057990847787182,6.705327231858122,0.8145301985544571,6.12943424441306,6.513362902709767,6.620657029134087,6.182560913929082,4.366666666666667,4.4,7.468385592773192e-4,112043,180677,166966,0.620128738024209,0.6710527891906136,0.5000808807254316
2008,Georgia,GA,Clayton County,13063,273750,199763,82489,165505,93710,28056,21601,20169,268970,4780,0,273750,133123,140627,56852,167913,31230,12949,233,2886,13473,68373,114593,130062,19032,10063,132279,14105,194983,63508,74498,135744,29021.2,33234.87511297604,30583.88,35276.25546536525,0.48629406392694063,0.5137059360730594,0.2076785388127854,0.7923214611872146,0.6133808219178082,0.11408219178082192,0.04730228310502283,8.511415525114156e-4,0.010542465753424657,0.049216438356164384,0.1024876712328767,0.23199269406392695,0.49586849315068493,1,11.26887536623845,3.687573744846148,0.9616446633032235,0.1757952931935591,0.06080178846560527,1.1982417449623879,4.654944966415919,0.7296233059438694,3.703523026967697,4.337804319933179,4.487880026887023,4.156080681585762,7.883333333333334,8.5,0.008152422389581785,99438,191261,166312,0.5199073517340179,0.5979003319062965,0.419907963098766
2012,Georgia,GA,Clayton County,13063,265892,197144,75793,161667,91083,33376,25161,22846,262101,3276,515,265892,126411,139481,38829,171232,35527,13188,209,6692,11473,68676,112607,124355,20430,8500,106719,21124,193360,81957,86406,97529,25080,30721.49002568003,25602.5,32481.38905965291,0.47542235193236354,0.5245776480676365,0.14603297579468355,0.8539670242053164,0.643990793254404,0.13361439983151055,0.049599085342921186,7.860334271057422e-4,0.025168113369337927,0.04314909813006785,0.12552464910565192,0.3082341702646187,0.3667993019722293,1,12.525050100200401,4.4265000589414125,0.9481526842212696,0.17894808464312445,0.052577211181007874,1.179677980045402,4.5311865336360135,0.7539936102236422,4.399817434961207,4.487396834077744,3.2553109540270815,4.0137391419354955,12.066666666666666,11.6,-0.003143605022131304,96067,190099,163977,0.505352474237108,0.5858565530531721,0.4650176344529775
2016,Georgia,GA,Clayton County,13063,279543,208168,79106,172494,93548,40440,21719,20079,274542,3390,1611,279543,128738,150805,30077,188369,36847,14769,1048,6074,22914,70005,108817,132061,26429,12236,126040,11807,203197,46845,102088,130610,27000,33215.9490367586,28000,34971.421737087505,0.46053022254179143,0.5394697774582086,0.107593465048311,0.892406534951689,0.6738462419019614,0.13181156387389417,0.05283265901846943,0.003748976007269007,0.021728320866557203,0.08196950022000193,0.14466468486064757,0.16757708116461512,0.4672268667074475,1,12.091898428053204,4.171704957678355,0.9897503681287465,0.22415272415272416,0.0709358006655304,1.284838892947001,5.23225928631334,0.7483324068927182,4.2380687683633775,4.900862446996686,3.875914554141853,4.295233363487015,6.616666666666666,6.6,-0.0011912238305055375,92859,200437,176968,0.46328272724097846,0.5247219836354595,0.4462578245442448
2008,Georgia,GA,Cobb County,13067,698207,536688,181196,456322,209269,90508,63912,55829,693269,3201,1737,698207,346340,351867,411785,160233,81197,28593,2440,7107,52717,165988,231239,268422,132072,66474,379054,22793,531750,107000,121856,469351,39067,56415.58679710242,42415.600000000006,59306.386087933344,0.49604200473498544,0.5039579952650145,0.5897749521273777,0.41022504787262226,0.22949211337039016,0.11629359201497551,0.040952038578816886,0.0034946656220862867,0.010178929744330836,0.07550339655718147,0.12962917873925642,0.15324968096853797,0.6722232804884511,1,13.61285053090117,5.066382665235983,1.0233300169617068,0.43510065260934166,0.14567344988845596,1.6041041194595045,7.36069412973003,0.7931800696710932,5.519430562031236,6.746939607163765,6.755268412723497,6.13501751910579,5.866666666666666,6.5,0.007291033415561642,315444,517011,457981,0.6101301519696873,0.6887709315451951,0.5214660646324076
2012,Georgia,GA,Cobb County,13067,707546,549814,176797,467489,212780,105574,63307,59310,696149,6399,4998,707546,341681,365865,391311,178393,89124,32773,366,12867,29290,173538,225419,268571,146508,67048,358100,37030,538477,131269,152800,423477,33440,50202.00094519016,36575,53361.94736073825,0.48290994507777585,0.5170900549222242,0.5530537943822734,0.4469462056177266,0.25212919018692775,0.1259621282573854,0.04631924991449319,5.172808552376806e-4,0.018185390066511577,0.041396601775714935,0.14921150002968006,0.18552716007157133,0.5985151495450473,1,14.742739200943538,5.731023059378551,1.0313119666986816,0.456815026663729,0.1434215564430393,1.6315485498054498,7.543656998702999,0.8155747720650437,6.159279201858392,7.08219773308813,5.728136434319179,6.149000369555007,7.766666666666667,7.3,-0.0022040906556001446,310116,530749,465040,0.5842987928380459,0.6668587648374333,0.5230022556328787
2016,Georgia,GA,Cobb County,13067,748595,587194,181602,498738,219609,124783,71854,65803,738232,4194,6169,748595,361144,387451,392513,195912,96241,38953,1032,20069,32904,177536,231118,275884,157894,83699,396228,17579,576867,97532,167769,483294,36000,53763.57096174196,38600,56773.80947197658,0.4824290838170172,0.5175709161829828,0.5243329169978427,0.4756670830021573,0.2617062630661439,0.12856217313767793,0.0520348118809236,0.0013785825446336135,0.02680888865140697,0.043954341132388004,0.1666895985145506,0.130286737154269,0.6456014266726334,1,14.981273408239701,5.871337298964531,1.0375728338325934,0.4844086474261035,0.16782158167214048,1.6898030629308374,7.932020419538915,0.8084185985091685,5.954817100261959,7.272952646446596,6.1017370022220465,6.387051604588081,4.65,4.7,3.1099432774481516e-4,330819,566993,496996,0.5834622296924301,0.6656371479850944,0.5207062879786277
2008,Georgia,GA,Gwinnett County,13135,789570,582725,230455,495530,253892,85768,125670,110049,784839,4731,0,789570,398526,391044,396326,158249,138936,76664,830,14454,87507,201920,306818,297445,130113,55194,404344,32744,577994,175610,130344,483616,34602.200000000004,48455.432291029465,36834.600000000006,50871.801909677684,0.5047380219613207,0.4952619780386793,0.5019516952265157,0.4980483047734843,0.20042428157098166,0.17596413237585015,0.09709588763504186,0.0010512050863128032,0.018306166647668983,0.11082867890117405,0.10862621426852591,0.22241219904504983,0.6125055409906658,1,13.931457230426302,5.253798370839001,0.9742134684075636,0.37395717716384475,0.11138377091195285,1.4595544164833614,6.39702944322241,0.7952987884612355,5.579965384606728,6.124674757017182,5.777171244897454,5.707210501942385,5.816666666666666,6.5,0.006934821818839407,290147,559115,444335,0.5189397530025129,0.6529915491689828,0.49812824606318784
2012,Georgia,GA,Gwinnett County,13135,842353,630144,238121,526748,282481,102111,120423,108053,837053,4701,599,842353,414444,427909,356454,199996,174318,91152,2251,15248,77188,224223,307800,348717,128507,57329,392002,38869,624853,160229,153661,528463,31349.999999999996,44986.0684437685,33440,46934.091175786765,0.4920075075413752,0.5079924924586249,0.4231646352538663,0.5768353647461337,0.2374254024144272,0.2069417453252971,0.1082111656277119,0.0026722763497013724,0.0181016747135702,0.0916337924836737,0.12122115075271293,0.190215978336873,0.627365249485667,1,15.297537096527458,6.05737476266321,1.0148173320069558,0.35279868172256945,0.10883572410336631,1.4764517378328916,6.5096782522192775,0.7937631203514572,5.536089152898779,6.185148552445778,5.106855817001965,5.762302565433766,7.833333333333334,7.4,-0.0016079763262476074,296728,604232,491478,0.49108289531173455,0.6037462511038134,0.4940967777944375
2016,Georgia,GA,Gwinnett County,13135,907433,685651,249321,575783,298950,125964,122034,114392,902339,4332,762,907433,445358,462075,345254,241702,189213,104185,324,19668,89781,233021,327030,369074,136712,74617,459698,15057,680614,142133,207893,557407,35000,48400.059775687114,35000,50659.97897169385,0.4907888516287153,0.5092111483712847,0.3804732691008592,0.6195267308991408,0.2663579570061922,0.20851456801769386,0.11481288425701952,3.570511541898961e-4,0.021674327471008878,0.0989395360318613,0.1388135542789385,0.15663194968664354,0.6142679404429858,1,15.57632398753894,6.221367051493494,1.008023856209718,0.3670288980397129,0.12959222484859748,1.5046449790980283,6.697633193986855,0.7794647934437197,5.12756552696342,6.174277304979043,5.422967602946497,5.927928934939029,4.816666666666666,4.8,4.489069981259819e-4,328331,658112,539388,0.4988983638043373,0.6087102419779453,0.5107162676525071
2008,Georgia,GA,Hall County,13139,184924,135355,54552,115233,59444,24790,24986,23268,178077,4573,2274,0,93310,91614,118986,12059,48626,3348,635,1182,17430,43921,88993,72209,15954,7768,87575,3473,128508,42939,42600,99385,30137.4,43194.059955193115,31253.600000000002,46180.14485907618,0.5045856676256192,0.4954143323743808,0.6434318963466072,0.35656810365339275,0.06521057299214812,0.26295126646622397,0.01810473491812853,0.003433843092297376,0.0063918150158984235,0.09425493716337523,0.13405507127252275,0.2321980921892237,0.5374370011464169,0,13.182177695755339,4.813045703385494,0.8324958996120903,0.2058611682417363,0.06741124504265271,1.1057683128964793,4.038455419309861,0.7388634681380796,3.9675276610879884,4.014812833235903,4.6380590683140746,4.475145790166598,5.616666666666667,6.5,0.007944925366385363,59928,130372,102531,0.4596692541343233,0.584486643064049,0.5079701503417371
2012,Georgia,GA,Hall County,13139,185581,140032,50774,116498,61246,32532,26567,24762,183064,1536,981,185581,92638,92943,116273,13913,49851,3531,308,1335,17144,46068,83661,74152,16202,11566,79292,7275,137515,38358,55985,91238,26125,36434.68459731928,27169.999999999996,38873.755492267155,0.4991782563947818,0.5008217436052183,0.6265350439969609,0.3734649560030391,0.07496995920918628,0.26862124894251027,0.019026732262462213,0.0016596526584079189,0.007193624347320038,0.09238014667449793,0.17529811780300786,0.20669141776367192,0.4916343806747458,1,13.257324671881216,4.857249806988951,0.8748648045460008,0.2383560232793696,0.0992806743463407,1.2125015021717112,4.750010014478074,0.7521797341867223,4.347992405334925,4.616004144763691,3.66729321059835,4.348446068106053,7.8,7.3,-0.0022626218982209445,61364,134807,108509,0.455198914002982,0.56551991079081,0.4877013591715368
2016,Georgia,GA,Hall County,13139,196458,151123,51256,127182,62113,38942,25711,24079,195073,500,885,196458,98429,98029,120767,13811,55019,3362,171,3328,5366,46707,84738,82521,17920,11279,91778,2654,149750,35329,61367,99762,27000,36940.02921633274,29100,39274.007831600306,0.5010180292988832,0.4989819707011168,0.6147217216911502,0.38527827830884975,0.07030001323438088,0.2800547699762799,0.01711307251422696,8.704150505451547e-4,0.01694000753341681,0.027313726089036844,0.19822048478555213,0.17982978550122672,0.5078031945759399,1,13.88888888888889,5.228758169934641,0.878426192385715,0.22958437514742652,0.08868393326099605,1.1966945007941376,4.644630005294251,0.7519681870139906,4.341948200399733,4.543736070329411,4.143068240749365,4.617191773563823,4.616666666666667,4.7,0.0010794366933113454,70694,145202,120623,0.48686657208578393,0.5860739659932186,0.4890629984039908
2008,Georgia,GA,Henry County,13151,191470,142523,56124,119806,63098,20876,6012,5685,190635,835,0,191470,92522,98948,111451,61436,11038,5086,0,2057,2884,50362,68170,95225,19073,9002,95428,6879,141688,23549,35044,132877,39067,45293.145531091795,39067,47302.461409448246,0.4832193032851099,0.51678069671489,0.5820807437196428,0.4179192562803572,0.320864887449731,0.05764871781480128,0.026562908027367212,0,0.010743197367733848,0.015062411866088683,0.10903013526923278,0.12299054682195644,0.693983391654045,1,10.984182776801408,3.5201075157655337,1.0291638148339817,0.23433717843847554,0.07513813999298867,1.338639133265446,5.590927555102972,0.7981552505626169,5.661578587503342,5.614477899236428,6.1851121171187184,4.9629240289164445,6.35,7,0.007049623440632115,88229,135346,128826,0.6518774104886734,0.6848695139179979,0.4503850930436295
2012,Georgia,GA,Henry County,13151,208837,157870,57642,129312,71936,29111,5414,5414,208107,660,70,208837,100250,108587,106668,73388,12760,7365,0,8656,5324,56951,77624,98808,23339,9066,92325,13599,157140,41265,53664,113908,31349.999999999996,41449.55382683391,31349.999999999996,43877.72933608766,0.4800394566097004,0.5199605433902996,0.5107715586797359,0.4892284413202641,0.3514128243558373,0.06110028395351398,0.035266739131475745,0,0.04144859387943707,0.025493566753017904,0.13939579672184527,0.19759429602991807,0.5454397448727956,1,11.21201928467317,3.654128990984218,1.014700878495422,0.2505954590447909,0.07010950259836674,1.3354058401385795,5.56937226759053,0.7916898354092526,5.476852440264363,5.5385323251484735,4.659410594842571,4.551660386306244,9.45,9,-0.0018925939137555982,91378,151195,145121,0.6043718376930454,0.6296676566451443,0.4833536399711543
2016,Georgia,GA,Henry County,13151,221716,170702,58417,142733,71747,37435,9061,7787,220869,819,28,221716,106736,114980,99528,93909,14632,7910,0,4603,2640,55809,77859,102263,25848,15746,106562,5713,169864,24407,64003,133306,35000,43940.528733436375,36000,46891.63791875792,0.4814086489021992,0.5185913510978007,0.44889859099027585,0.5511014090097242,0.42355535910804815,0.0659943350953472,0.035676270544299914,0,0.02076079308665139,0.011907124429450288,0.16884212235472407,0.11008226740514893,0.6012466398455683,1,12.597631645250695,4.469195085441585,1.0078748432387745,0.29141123636440064,0.11031786622575018,1.4096039458289253,6.064026305526169,0.777858307664432,5.081665933269486,5.736572848107274,5.61827614241427,5.241975284362095,5.6,5.5,1.7458889966287096e-4,98766,163299,154693,0.6048169309058843,0.638464571764721,0.4813024968888896
2008,Georgia,GA,Richmond County,13245,199227,152058,52234,126238,63953,34672,3880,3402,188083,5838,5306,199227,94877,104350,83592,101356,5620,3060,747,3013,3390,44829,84431,90707,14766,9323,87739,7111,140914,33760,71857,93610,27905.000000000004,34831.45111871828,28239.86,37823.956274720054,0.4762256119903427,0.5237743880096574,0.4195816832055896,0.5804183167944104,0.508746304466764,0.028209027892805695,0.015359363941634417,0.003749491785751931,0.015123452142530882,0.01701576593534009,0.17403263613867598,0.16945494335607122,0.46986603221450907,1,9.70026190707149,2.7648599453361697,0.9093616819024383,0.1908220979419826,0.07385256420412237,1.1740363440485433,4.493575626990289,0.7009678983003143,2.8847970942946937,3.957316116091757,3.9350526167616136,3.5048933559649713,7.333333333333333,8,0.004959580785675123,79333,146993,137753,0.5397059723932432,0.5759076027382344,0.48464268059523263
2012,Georgia,GA,Richmond County,13245,201961,157439,49060,127487,67201,35021,1963,1856,194011,3402,4548,201961,97889,104072,75767,108447,9094,3591,643,3690,2447,45199,71099,103902,18279,8681,85050,9152,149489,36537,79541,85883,25080,31393.797612750262,26125,34775.8602016333,0.4846925891632543,0.5153074108367457,0.3751565896385936,0.6248434103614064,0.5369700090611553,0.045028495600635765,0.01778066062259545,0.00318378300761038,0.01827085427384495,0.012116200652601244,0.17340476626675447,0.18091116601720134,0.42524546818445147,1,9.934432743890325,2.9026074964060733,1.0264732874724483,0.21147254229843043,0.06809321734765113,1.30603904711853,5.3735936474568655,0.6725941578250324,2.0741187950009268,4.27376869663822,3.3953762158982013,3.479330970096599,10.8,10.3,-7.933118635041316e-4,79020,152901,147643,0.5168049914650656,0.5352099320658615,0.5057115495953013
2016,Georgia,GA,Richmond County,13245,201269,158366,46851,132029,62262,40558,3881,3348,192044,4149,5076,201269,97383,103886,70772,112327,9659,4451,615,2550,2846,44574,70395,99998,19886,10990,86620,10013,149312,26735,79167,95367,25000,32958.01769241008,27000,35881.567764592655,0.4838450034530901,0.5161549965469099,0.3516289145372611,0.6483710854627389,0.5580938942410406,0.047990500275750365,0.022114682340549214,0.0030556121409655735,0.012669611316198719,0.014140279923882962,0.2015114101028971,0.13283217981904813,0.4738285578007542,1,10.133765707336847,3.019862180786381,0.9912519219262435,0.23385771307818737,0.08323928833816813,1.308348923342599,5.388992822283992,0.7159101859882432,3.311719599664092,4.696568414744025,3.62377787145022,3.718003392083517,6.95,7.3,9.66644727917669e-4,75515,154418,146921,0.4890297763214133,0.5139837055288217,0.4914641883486609
2008,Hawaii,HI,Hawaii County,15001,175840,142824,38207,116576,53973,35707,11750,11106,173129,1073,1638,0,89074,86766,62051,1947,19797,54950,35,37060,4537,40642,50951,90677,24603,9609,89622,4197,140113,18344,51083,106413,30137.4,38859.61770375185,33486,42527.87856002745,0.5065627843494086,0.49343721565059145,0.35288330300272974,0.6471166969972703,0.011072565969062784,0.11258530482256597,0.3125,1.9904458598726116e-4,0.21075978161965422,0.02580186533212011,0.2030652866242038,0.1043221110100091,0.6051694722474977,0,14.42169022209403,5.542170718878841,1.0713097035410377,0.2934737853417513,0.08242691463079879,1.4472104035135878,6.314736023423918,0.7530061326959776,4.371603791313647,5.667025279387161,5.116386277642122,5.43666773464983,6.466666666666667,7.5,0.01187279879822526,66916,137633,125454,0.48619153836652546,0.5333907248872096,0.48285290364538
2012,Hawaii,HI,Hawaii County,15001,188883,151816,42241,130954,51518,45426,11106,10454,186384,548,1951,0,95112,93771,57811,274,22427,63176,542,43064,5256,38356,58232,97257,22888,10506,80171,8597,149317,16039,78305,94539,29155.499999999996,37472.94711747928,31349.999999999996,40782.304218676305,0.5035498165531043,0.4964501834468957,0.306067777407178,0.693932222592822,0.0014506334609255464,0.11873487820502639,0.3344716041147165,0.002869501225626446,0.22799299036969975,0.027826749892790777,0.24049808611680246,0.08491500029118555,0.5005161925636505,0,15.603058199407085,6.237093058474756,0.9976862104250347,0.25500557447653377,0.08022664447057745,1.3329184293721459,5.552789529147639,0.7445164796770061,4.1290422764858885,5.078207111593722,4.659410594842571,5.28454830455448,8.283333333333333,7.4,-0.005394922603107912,63454,146642,135640,0.43271368366498003,0.46781185491005606,0.48406076425039
